Id	species	Syp/allo	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
CAS37920	magnirostris	Allopatry	-0.059013531	0.059731878	-0.01672563	0.002341249	0.004338592	-8.33E-04	0.00199465	-0.002633653	0.004147554	-0.001384654	-1.58E-04	0.008041664	-0.004962813	0.009829332	0.001340765	0.002522897	8.14E-04	-0.001207745	-2.75E-04	-5.24E-04	-0.001246301	5.09E-04	-5.95E-04	2.10E-04	-0.002657307	-0.001880656
CAS37921	magnirostris	Allopatry	-0.01764882	0.037503706	0.002012996	0.010008307	-0.00748582	-4.05E-04	5.88E-04	0.005434311	9.56E-04	0.007046142	-0.004364945	0.003020495	0.005355932	-0.004016814	0.001283981	-9.01E-04	-0.001490183	-0.0042059	-6.03E-04	-3.16E-04	-0.003761336	0.00217975	-2.86E-04	0.001892281	0.001384065	0.001507767
CAS37922	magnirostris	Allopatry	0.003046478	0.051807052	0.024116978	0.014033955	0.003898769	-0.006930992	-0.002680381	0.016171959	-0.00595061	0.007975812	-0.001237455	0.003576268	9.00E-04	0.006293355	-0.003821279	-0.001608514	-0.002946743	-0.002324579	4.56E-04	-3.77E-04	9.82E-04	-2.08E-04	0.002055891	0.001475807	-0.001060428	-4.51E-04
CAS37932	magnirostris	Sympatry	-0.049542806	0.054355074	0.008518372	-0.001410495	-0.009017743	2.10E-04	0.012397841	0.001784906	0.010586127	-0.001664743	-5.99E-04	0.006308038	0.002482619	-0.002397488	-0.004388295	-0.002731525	0.001518674	-0.007973328	6.15E-04	0.002569361	9.35E-04	-3.71E-05	0.003021018	4.20E-04	4.59E-04	-0.002413936
CAS37933	magnirostris	Sympatry	-0.006131065	0.003130817	-0.035695715	-0.012796781	-0.01574971	0.001073889	0.014391288	-0.003858233	-0.003336335	-0.003709339	0.007054683	0.001821654	0.007093915	0.004959397	0.001570075	-0.00171423	0.001476159	-0.003227332	-0.004062015	0.001479136	0.001023278	-3.31E-04	-0.002305783	0.001674155	0.001689452	-0.003688171
CAS37952	fortis	Sympatry	0.058031443	0.032430196	0.014856543	0.008663555	-0.015715977	-0.002076843	-0.002257272	0.007930232	0.00541422	0.003027813	-2.39E-05	-0.002035256	-0.007227764	0.00377729	-0.008115541	0.005930743	0.002178711	-1.45E-04	0.005111748	6.58E-04	1.61E-04	-0.001508214	-0.003163595	-0.001891375	0.001090268	0.00212878
CAS37956	fortis	Sympatry	0.040390063	-0.008052312	-0.010732008	0.006426298	0.022568705	-0.007815835	-0.001533975	-0.012546459	0.006200499	-0.009992429	-0.002310497	0.009613799	0.004755034	-0.001445406	-0.005393931	0.002273386	-0.001490097	0.007653077	-0.003657658	8.51E-04	0.004554031	-0.001990439	-0.001863436	-6.38E-04	-7.10E-05	-0.001317993
CAS5095	fortis	Allopatry	0.036695828	-0.021167565	-0.035744704	-0.008803621	-0.013045207	0.007398982	-0.005150378	-0.004236641	0.010322763	-0.001409564	0.00523408	-0.003232213	0.004391834	-0.001309482	0.005311784	0.002738128	0.00127602	0.002194495	0.001121424	-0.003555373	-3.14E-04	-3.12E-04	-0.002457217	-8.36E-04	-0.001450944	-9.52E-04
CAS5100	magnirostris	Sympatry	0.07170179	-1.24E-04	8.46E-04	0.009956565	-0.013424483	0.009280832	-0.001319934	-0.003869673	-0.012652526	-0.002884604	-0.002881797	-0.006677204	0.002205061	-0.004474463	0.003670739	-0.001003695	-0.001438687	5.89E-04	-0.002191541	2.22E-04	-0.003281701	0.001542501	0.001278529	-0.001204986	0.001639712	-0.001298123
CAS5101	magnirostris	Allopatry	-0.073856937	0.082437586	0.009247792	-0.006231306	0.010849201	0.015319332	7.81E-05	0.014445951	-0.008761444	0.009970082	0.00326425	0.002581492	0.003512357	2.08E-04	-0.001868964	-0.004641048	0.002137666	-3.51E-04	-0.003367206	-3.43E-04	0.001143914	0.001220844	-1.02E-04	0.002020677	0.001186758	1.82E-04
CAS5102	magnirostris	Sympatry	0.050593146	0.054241372	0.008286714	-0.003455421	-0.00337221	0.001252011	-0.007661356	0.005873962	0.005087928	-0.004381876	0.004982327	-0.003677079	6.73E-04	-0.006624183	0.002111266	-0.003953235	-4.84E-04	0.006175866	0.001465584	1.64E-04	0.002883646	-4.26E-04	1.31E-04	-0.001708476	0.002779369	3.92E-05
CAS5105	magnirostris	Sympatry	0.02360779	0.05218277	-0.007303554	0.010298074	0.006167382	-7.92E-04	0.005060771	0.002957209	-0.003235804	0.001262576	-0.009126208	-4.25E-04	-8.93E-04	5.01E-04	-0.002788714	0.002417329	-0.003082352	-0.005340237	0.002929706	0.002239047	-0.001737343	-0.001403514	-0.00161964	-0.002171247	9.99E-05	-1.50E-04
CAS5106	magnirostris	Sympatry	0.027306743	0.036057644	-0.003626293	9.67E-04	-0.010972069	-0.025757454	0.001877183	-0.008206598	-0.001542968	-6.81E-04	0.006257153	-0.00351898	-7.89E-04	0.001099251	0.005273214	-0.002893309	3.72E-04	0.003852696	-8.22E-04	-8.03E-04	-0.001412394	-0.001390923	-0.001982425	-0.004212232	3.29E-05	0.001634175
CAS5108	magnirostris	Sympatry	0.112580945	0.007834005	0.028153142	0.005326805	-0.005084127	-0.02550451	-0.003782868	0.003469688	0.001012767	-0.003891839	0.010551003	0.004442622	-0.001954778	-0.001709148	-0.003154709	-0.001619146	0.00564869	-0.001585242	0.002135455	-0.003941896	0.002142592	7.08E-04	0.001132387	-8.71E-04	5.68E-04	9.67E-04
CAS5112	magnirostris	Sympatry	-0.025116	0.06351964	0.013123684	-0.018264458	-0.002307097	0.007843518	-0.004517708	0.002727055	0.009100798	1.92E-04	0.007477942	0.006961248	-0.008016337	4.44E-04	-0.00364232	-2.12E-04	-5.73E-04	-0.002837301	-0.002553781	5.63E-04	0.00277896	2.93E-04	0.001216181	0.001278717	0.001068214	-0.001397104
CAS5114	magnirostris	Sympatry	0.013346498	0.015830317	0.004758221	-0.014408569	-0.013084337	0.001864569	-0.010805711	-0.007078452	-0.009123877	-0.004668696	0.002445795	-0.001014821	-0.001948057	0.00497557	0.001936649	0.006723916	0.003597652	5.33E-04	-3.64E-04	0.001579901	0.001296856	-7.79E-04	0.002465391	5.61E-04	0.00285143	-0.00317199
CAS5118	magnirostris	Sympatry	0.081309282	0.010908123	0.007950071	-0.001091574	0.005630434	0.007254744	7.83E-04	-0.003810629	0.00269949	-0.006880652	-0.003551483	-0.012943883	0.004392136	0.007779092	-0.003566224	-0.009861429	-0.001227757	-0.003832694	-0.004752395	-3.73E-04	0.00162199	-0.001200949	-2.99E-04	7.08E-04	0.00222014	1.22E-04
CAS5119	magnirostris	Allopatry	-0.067061619	0.057304507	0.04388289	0.013228007	0.016493854	-0.003437234	0.004299228	0.004096443	0.003209749	0.004382961	0.007853899	1.89E-04	-0.001174504	-0.003087443	-0.002106323	0.001276844	-0.001049715	-2.04E-04	-0.00140322	0.001843151	-2.57E-04	-0.002994542	-0.001684616	-0.002195934	7.78E-04	-1.58E-04
CAS5123	magnirostris	Sympatry	0.003370587	0.037494984	-0.021060621	-0.011662406	0.016501946	0.009831148	-0.007616925	0.001146842	0.001171399	-0.001765728	-0.002503319	0.001484077	-0.003819935	6.13E-04	-0.002652227	0.004806525	-0.00543066	0.002158993	-0.007351687	0.001779381	9.26E-04	-0.001167649	-6.70E-04	-6.82E-04	-0.004641989	-0.001275159
CAS5124	magnirostris	Sympatry	0.005226438	0.058230703	0.009605216	0.005394744	-0.001535791	7.30E-04	-0.003311126	7.92E-04	0.001559425	2.25E-04	0.00604035	-0.001164797	5.62E-05	0.009190715	0.003064612	-5.88E-04	2.24E-04	-2.38E-04	-0.001551386	7.38E-04	8.60E-04	-8.73E-05	-7.74E-04	-0.001055977	1.47E-04	-0.001137563
CAS5125	magnirostris	Sympatry	0.011308747	0.030378158	0.009573071	-0.019123014	5.13E-04	-0.005606263	0.005718232	-0.011799626	0.009738922	0.001134327	0.009920036	0.002516508	-0.003526952	-0.008494833	-0.001871495	-0.003668193	0.002250002	-0.002790037	0.005613844	-0.001816952	1.74E-04	7.49E-04	0.001962026	-7.52E-04	3.50E-04	8.08E-04
CAS5126	magnirostris	Allopatry	-0.093333233	0.083672693	-0.006214201	0.014529132	-0.010715391	3.91E-04	-0.001607918	-0.002562431	0.006955045	0.001477569	0.004450918	0.005156348	3.89E-04	-0.002403566	0.002872244	0.004618102	-0.004599431	-0.004406768	0.004392047	0.001476323	3.65E-04	4.79E-04	-0.001174958	0.001172335	-0.001109852	0.001051495
CAS5127	magnirostris	Sympatry	0.055380345	0.03184464	0.01474913	-0.004215771	-0.003445875	-0.014052684	0.001295251	0.005548034	0.001277292	0.001344285	3.02E-04	-0.00199429	-3.58E-04	-0.008700619	0.00441321	0.004700082	0.006272633	0.001563122	0.002163363	-0.001259571	-0.001699548	0.001337045	1.34E-04	0.003045029	-2.07E-04	-0.001018534
CAS5129	magnirostris	Sympatry	-0.051714819	0.055877931	-0.011485722	0.002806644	0.00350321	-5.37E-04	-0.002209984	-0.013472126	0.004417371	0.006154161	0.005130745	0.005786504	0.00324451	-2.07E-04	-1.27E-04	-0.003619328	1.12E-04	-0.005615691	-0.001499314	3.82E-04	-2.68E-04	-8.16E-04	-2.91E-04	-9.96E-04	7.21E-04	6.20E-05
CAS5131	magnirostris	Sympatry	-0.01774761	0.086942796	-0.014946499	0.013622305	-0.003252976	-0.005385428	0.001399653	-0.001778475	0.006202947	0.002161841	1.20E-04	0.001657459	0.003508392	2.55E-04	-0.003306922	0.00249825	-0.003116354	0.004132115	-0.003743189	-8.43E-04	3.78E-04	5.87E-04	-2.08E-04	0.001906869	0.002702536	-0.001189022
CAS5133	magnirostris	Sympatry	0.067782391	0.045323111	0.014032376	-0.002537445	3.24E-04	-0.013978626	0.00588956	1.03E-04	5.00E-04	-0.003219032	-0.008513934	-0.00518166	-0.008840244	-0.004958671	3.34E-04	0.004605427	-9.27E-04	0.003720607	2.36E-04	-0.001837245	-4.11E-05	4.21E-04	6.40E-04	-7.25E-04	-0.001295633	-0.001053473
CAS5134	magnirostris	Sympatry	0.001991053	0.009354456	-0.004091452	0.009710337	-0.008367049	-0.00320717	-0.008035235	6.26E-05	0.002941203	-0.007720792	0.002631189	-0.003109606	8.68E-04	0.002059179	9.98E-04	0.004396191	-0.002910852	0.002791689	-0.003498302	-0.002787252	2.15E-04	0.001194794	0.002181513	-0.001054927	0.00201764	0.001146466
CAS5135	magnirostris	Sympatry	-0.077753465	0.008041152	-0.036696621	-3.26E-04	-0.026002868	0.002280758	-0.005899576	-0.009110654	-0.004817823	-0.007728462	-0.006759042	0.002261563	-0.004297665	0.001762725	0.001143279	-0.001166317	0.003371494	-0.002175217	9.15E-04	1.90E-04	-0.001069045	-8.01E-04	-7.20E-04	-0.001041088	5.11E-05	-0.002934867
CAS5136	magnirostris	Sympatry	-0.004348132	0.012303033	0.008169957	-0.013818538	-0.010795351	0.007884986	-7.50E-04	-0.009325682	-0.001743459	0.006003085	0.002302543	-0.00344303	0.003780836	0.002764472	-0.00350682	-6.79E-04	-0.005129025	-0.005717072	-3.80E-04	-5.32E-06	0.001465411	1.68E-04	0.002124017	5.91E-06	-0.00140867	8.99E-04
CAS5137	magnirostris	Sympatry	0.096714905	0.045753709	-0.008296496	0.01599792	5.02E-04	-0.001547451	-6.17E-04	-0.006998415	-0.003771937	0.004692964	-0.008141113	0.002949551	-0.002809431	-0.006620185	0.005483334	-8.62E-04	0.007081801	0.007676786	-0.002290281	-0.001378143	-6.33E-04	-0.001890394	3.93E-07	0.001099186	-0.00207444	6.66E-04
CAS5139	magnirostris	Sympatry	-0.030437809	0.031808173	-0.056883263	-0.014816694	-6.73E-04	-0.005317514	-0.012096856	-0.002566842	0.007326485	-0.005487517	0.009420058	0.005957603	-0.003034452	8.78E-04	-8.40E-04	-0.001939909	0.001064933	0.001065867	-0.001903176	-4.28E-04	-0.001336975	0.001706285	-2.89E-04	1.42E-04	-4.22E-04	8.34E-04
CAS5140	magnirostris	Sympatry	-0.013000399	0.069443973	0.011440283	-0.003891022	-0.008205564	0.001369429	-0.010136753	0.002933255	-0.002550818	0.003016284	0.007731382	-0.008349125	0.00296716	0.006113653	-9.01E-05	5.04E-04	-0.003929378	-7.92E-04	-0.001098578	0.001229949	-0.002575714	6.40E-04	-0.001339826	0.00155729	-7.50E-04	-9.57E-04
CAS5141	magnirostris	Sympatry	-0.03995256	0.060338584	-0.024745146	-0.005494513	-0.021589798	3.56E-04	-0.003483252	0.012357798	-0.006142613	0.004097036	-3.87E-04	0.003955688	0.004380549	-0.001331271	0.004109926	0.001612069	-0.001329086	0.002157102	0.001101056	-0.001373097	0.002747658	-0.002238931	-0.001088919	8.63E-04	0.00106976	1.94E-04
CAS5142	magnirostris	Sympatry	0.018571204	0.092794806	0.004729879	0.005502484	0.002614059	0.008100445	-5.95E-04	0.002216249	0.001803554	-0.001311704	0.00714518	4.96E-04	3.92E-04	-9.11E-04	8.42E-05	0.001140002	-7.15E-04	-0.001864588	-0.001102694	2.93E-05	0.002092478	-0.002568384	9.91E-04	-6.28E-04	0.002068554	0.001484562
CAS5143	magnirostris	Sympatry	-0.00736718	0.034005665	0.003002974	-0.009531808	-0.00249604	0.00131951	0.004149844	-0.002485315	-0.004755905	-0.007618235	0.009990087	-0.002593053	0.001976563	-1.58E-04	0.006083199	0.003455688	-7.79E-04	-0.003155212	0.001440399	-4.29E-04	6.51E-04	-0.001140122	1.18E-04	-0.001126727	-1.90E-05	0.001384224
CAS5144	magnirostris	Sympatry	0.01395247	0.0548312	-0.013980191	0.01982624	0.003715945	-0.006973093	-0.006356031	-0.002332961	-0.003806108	-0.001098387	-0.003747464	-0.002368184	-0.001435628	-1.28E-04	-0.002834067	-0.00381334	0.001553829	-0.003019689	0.005773389	-0.001009146	-5.90E-04	0.00280482	-3.34E-04	-0.0027951	0.002003459	-8.00E-04
CAS5146	magnirostris	Sympatry	0.026677295	0.023900263	0.032854152	-0.006497108	-0.004795064	0.00604565	0.006044386	-0.007624984	-9.83E-04	-0.00776368	0.002968331	8.33E-04	0.003093454	0.002729839	0.002305194	-0.003843905	0.006066442	-0.004479832	0.003806003	0.00281601	-2.45E-04	9.03E-04	7.74E-04	-5.41E-04	-1.24E-04	-0.001837746
CAS5147	magnirostris	Sympatry	0.059991649	0.043540164	-0.005597427	0.005641359	0.005217982	0.008281623	0.004657862	-0.001128862	-0.003721802	-0.002344091	0.003816907	-0.003551165	-0.001282579	-0.002182797	-6.36E-04	-0.004159461	-0.001294628	0.001983275	3.92E-04	0.002918368	4.95E-04	-8.25E-04	-0.001573502	-2.85E-04	-0.001413975	-0.001494191
CAS5148	magnirostris	Sympatry	0.034267441	0.088753537	0.001238399	-0.003092663	-0.005362962	0.003457632	0.006360151	-0.008576572	0.012458581	-0.003265866	0.004822071	-0.005599459	0.002028466	0.005706492	0.001028845	0.00355287	7.34E-04	-0.003421296	0.002536675	0.001009951	0.00141015	0.003092005	0.001504767	2.22E-04	0.001531524	7.60E-04
CAS5149	magnirostris	Sympatry	0.0237992	0.057415572	0.025112947	0.010009046	-5.61E-04	0.010269152	0.003958448	-0.001976809	0.004486632	8.52E-04	-0.007853622	-0.005175545	-0.005009651	0.005440703	0.002964946	0.003654338	-0.001115124	-0.00164577	-6.31E-04	0.001372679	-0.001372251	-7.82E-05	-0.003679163	0.001391483	-0.001030444	2.21E-04
CAS5150	magnirostris	Sympatry	-0.037086272	0.026518859	-0.005070844	-0.016463435	-0.012735997	0.01161037	0.003436648	-0.002243704	-6.38E-04	-0.007427947	0.008485321	-0.001654157	4.21E-04	0.003379275	-0.001942308	-0.002229633	2.54E-05	-0.002327062	-0.001315676	0.001554159	-0.003872675	0.002107154	-7.39E-04	-8.71E-05	-6.71E-04	2.25E-04
CAS5153	magnirostris	Sympatry	-0.019884952	0.026081645	-0.005756378	-0.010885304	-0.022045356	0.002949767	-8.27E-04	-0.005708014	0.002440091	-0.00112292	0.005559162	0.002399272	-0.005997769	-0.011123166	-0.00392696	0.001708703	0.003365979	-3.00E-04	4.83E-04	0.001345966	-8.67E-05	0.00112871	-6.12E-04	-0.001174582	-5.74E-04	6.88E-04
CAS5157	magnirostris	Allopatry	0.108655688	0.061996751	-0.004047089	0.035079537	0.001668305	-0.004232662	-0.005463907	-0.006343161	-0.004186886	-0.004962979	0.002777675	-0.003668575	-0.002206462	-0.004808069	-9.74E-04	-0.003045118	-0.006259868	0.003874107	0.001483284	-0.003063616	-0.001304085	0.002621141	0.001281053	-3.07E-04	3.87E-04	-9.99E-05
CAS5161	fortis	Allopatry	-0.015194257	0.025816804	-4.40E-04	0.007140648	0.002297691	0.004752753	-0.002325088	9.86E-04	6.59E-04	-0.001385309	-0.002356475	4.97E-04	4.57E-04	-0.001676329	5.02E-04	0.002256328	6.12E-04	2.55E-04	6.22E-04	5.34E-04	3.41E-05	3.04E-05	-1.27E-04	-1.28E-04	-7.62E-05	2.41E-04
CAS5165	fortis	Allopatry	-0.002424031	0.028973826	-0.016703849	-0.015129426	-0.008649962	0.004060996	0.002541012	-0.005398066	-0.00256297	0.004699896	-9.37E-04	0.003601989	-6.06E-04	2.15E-04	0.005102369	-0.002955239	-0.006319386	-4.27E-04	-0.001518726	6.66E-04	0.003217749	-0.001362517	-0.002082487	0.003299556	7.80E-04	0.0029497
CAS5169	fortis	Allopatry	0.096860675	-0.013720565	0.010092604	0.013131598	-0.010783582	-0.013879445	0.019405744	0.014448545	-1.81E-04	0.002747574	0.002251535	0.00289573	-0.002997977	-0.002407128	5.37E-04	-1.62E-04	0.008476921	-0.002279174	-0.003853339	-2.67E-04	0.001592786	-0.003211248	0.001172477	6.70E-06	-0.001431922	0.002128422
CAS5170	fortis	Allopatry	0.096112491	0.022379138	0.017764307	0.011815541	0.003491819	-0.010565775	-0.013895712	0.00715909	-0.00748058	0.009252823	-0.005582145	0.004911387	-0.001906776	0.002987885	-1.60E-04	-0.001231409	-0.001829654	4.43E-04	-6.51E-04	0.001902351	-0.001493268	1.09E-04	0.004626137	-5.20E-04	7.26E-04	-0.001504186
CAS5171	fortis	Allopatry	0.021061755	0.044545088	-0.005076053	-0.013770639	-0.010806586	-0.024507687	0.00150648	-0.001753372	0.009551395	-0.005632253	0.006378094	0.002838302	0.005357983	-0.001533473	-0.004996365	-3.96E-04	0.006738891	0.005863428	0.001037716	0.001644983	-8.83E-05	5.55E-05	-0.001901284	3.83E-04	-0.001589298	3.60E-04
CAS5174	fortis	Sympatry	-0.075593479	0.011297174	0.024412718	0.003667339	8.00E-04	7.44E-04	0.005008303	-5.51E-04	0.003096782	-0.004030446	-8.74E-04	8.30E-05	0.002084012	-0.002709994	5.80E-04	7.15E-04	-0.002018416	8.98E-04	-0.002855235	4.68E-04	-2.34E-04	-1.94E-04	1.47E-04	4.22E-04	-1.55E-04	4.24E-05
CAS5175	fortis	Sympatry	-0.029121877	0.001607559	0.018810482	0.012515775	-1.49E-04	0.003961342	-7.77E-04	-0.002120798	-0.002719069	-0.002430814	0.001443181	-7.58E-04	-0.001439365	-9.08E-04	-2.30E-04	-1.08E-04	-6.53E-04	-6.61E-04	-0.001214073	2.23E-04	-5.31E-04	3.19E-04	4.33E-04	-4.92E-04	5.67E-04	5.31E-04
CAS5177	fortis	Sympatry	0.04904707	-0.018849085	0.009008945	0.002192568	0.00853099	-0.004395367	-0.005412987	0.010814804	0.002681573	0.002855038	0.007624438	-0.002659065	0.003543237	3.20E-04	-0.003442576	-0.002617735	0.002517735	-0.00260688	-0.00339069	0.002584948	-0.003580401	-5.45E-04	-0.001672374	9.59E-04	-3.48E-04	-3.56E-04
CAS5178	fortis	Sympatry	0.025128441	-0.038671455	-0.034480737	-0.00184289	0.003599163	0.006188544	-0.001838583	-0.005299424	0.001907879	0.00293158	0.004325373	0.002211497	0.005063302	-0.00411464	0.00378636	-4.43E-04	1.51E-04	0.00406573	-0.00120247	-0.00201378	0.00328669	-0.002386434	0.002417528	-2.70E-04	3.27E-04	-0.001643362
CAS5179	fortis	Sympatry	0.098583846	-0.043582576	0.007127417	-0.020702184	0.006327752	0.008591427	0.002533173	0.018191239	0.010917592	-0.002541128	-0.012445835	2.95E-04	0.003701699	0.005664766	0.005815338	-0.00503918	0.002981054	0.001135156	-0.00537034	-0.004637027	-0.001825718	0.002079377	0.0012755	-3.87E-04	0.001088934	0.001037872
CAS5180	fortis	Sympatry	0.048061251	-0.054098	-0.011321837	0.017107548	-0.008464294	0.011965294	-0.009049886	0.003772196	-0.005072834	4.72E-04	0.003256862	9.01E-04	-0.008485146	-0.003324756	0.002348237	0.003356011	0.001101228	-0.00165043	9.59E-04	-0.004088775	-0.002052843	-0.00606635	-8.69E-04	0.001251432	-2.98E-04	-5.18E-05
CAS5182	fortis	Sympatry	-0.037838818	-0.02092112	-0.013129922	-0.020613191	-0.003103767	0.001421811	-0.007835018	0.008810144	-0.004618703	-0.007016382	-0.003537017	-0.006366673	-0.007862644	0.006078719	-0.001233281	-0.004951254	0.005262301	-0.002717514	6.04E-05	0.002813233	0.001476329	-7.24E-04	1.58E-04	-5.60E-04	0.001256703	-7.51E-04
CAS5183	fortis	Sympatry	-0.002104878	-0.013367712	0.002500682	0.002809111	-9.64E-04	-0.017433827	0.01702482	0.003521594	0.0016704	0.001725084	4.83E-04	-0.001786189	-6.88E-04	3.42E-04	-0.001299415	0.004746461	0.001353482	-0.003799273	-0.002153395	0.001189553	-3.79E-04	-0.001824945	-0.001393909	-8.48E-04	-1.50E-04	-0.002510676
CAS5184	fortis	Sympatry	0.022214808	-0.037040349	-0.017904694	-0.022156725	0.001372713	-0.002247603	-0.013240494	-0.010119024	0.006985624	0.005351678	-0.006720662	-0.005348053	0.003300513	0.001079677	-0.001400894	-0.005150264	0.003826194	0.003319231	0.002232118	0.001631672	-3.31E-04	-0.002107757	6.51E-04	6.58E-04	7.12E-04	0.003529783
CAS5186	fortis	Sympatry	0.089347875	-0.047796942	0.034218871	-0.006341263	-0.004063309	-0.008203373	-0.006267018	0.006739837	-0.003874034	-0.011989997	8.84E-04	0.00618139	0.004292571	0.006035722	3.18E-05	0.001762201	-0.002685602	-0.006211953	0.001153797	-8.41E-04	-4.71E-04	0.001166491	-0.003943728	6.67E-04	0.001358582	5.25E-04
CAS5191	fortis	Sympatry	-0.016683683	-0.030219556	-0.016137333	-0.020725029	0.005911036	-0.001392126	3.23E-04	-0.015733148	0.005447997	-0.005263679	-0.00606102	0.00105629	0.004750973	-0.006291363	-0.002221181	0.001851	0.00551498	0.003886865	0.005227163	0.007853421	-8.80E-04	0.003476302	0.002014029	0.002163675	0.002978274	-8.39E-04
CAS5193	fortis	Sympatry	0.069348839	-0.03353922	0.003276015	0.01273192	0.012794754	0.012534564	-0.005046915	-0.001619432	-0.002248787	0.014203115	-0.00250982	0.003763896	0.007284563	0.001353467	-0.002050862	0.004622601	-3.19E-04	-0.001947418	0.004325878	-0.002913719	-0.004269405	-3.15E-04	-9.50E-04	-0.001465939	0.002233665	-6.26E-04
CAS5195	fortis	Sympatry	0.090919759	0.019633742	-0.031056519	0.005523549	-4.00E-04	0.018051504	-0.003405312	-0.003847322	0.009496714	0.009805206	0.005529949	-0.003332293	1.88E-04	-0.01111678	0.003545171	-0.002517576	-0.002390308	-0.001396789	-0.001733033	-0.001395696	-0.002057438	-0.00425912	-8.96E-04	0.002083307	0.001472156	-0.002162826
CAS5196	fortis	Allopatry	0.050174185	0.023206031	0.038220535	-0.02116685	0.023744962	0.003539166	-0.011199019	0.012402292	0.007033021	-0.006998539	-0.00110749	0.005189707	0.005856402	-0.002888181	0.001563343	0.001574548	0.001743307	-1.38E-04	-0.003969729	-0.003096863	0.001336591	-6.33E-04	-0.001214059	-0.002567282	-0.003143651	3.56E-04
CAS5197	fortis	Allopatry	-0.053943359	-0.032833594	0.018009871	-2.06E-04	0.018060742	-0.005394351	-0.009266229	8.84E-04	0.003639538	0.002793395	-7.24E-04	-0.002740976	-0.00261147	-0.001091382	6.05E-04	0.001291717	-0.001442325	-6.86E-04	0.001370631	-0.001341998	9.47E-04	9.84E-04	2.42E-04	-4.68E-04	-9.44E-04	2.01E-04
CAS5198	fortis	Allopatry	0.041867468	-0.029242878	0.009353097	-0.003741386	-0.003552131	-0.006592454	-0.002236493	-0.011289284	0.00347085	0.005879375	0.010194053	0.004333489	2.97E-04	0.002391344	-0.004064146	-0.005299004	0.003031684	0.00210118	0.003265792	0.003154477	9.95E-04	0.001133512	-0.001612864	-0.001637235	-0.002652164	-0.0024525
CAS5202	fortis	Sympatry	-0.081032953	0.021296904	0.003560212	-2.31E-04	0.012191301	-0.001710378	-0.001939565	0.002217018	-0.001178791	-7.26E-04	-9.74E-04	-1.49E-04	-0.001192235	-0.001023143	-3.65E-04	-0.002905295	-3.23E-04	-0.001576423	-1.14E-05	-4.35E-04	5.08E-04	-4.59E-04	-3.65E-04	-3.59E-04	4.33E-04	2.10E-04
CAS5205	fortis	Allopatry	-0.134880244	-0.031984623	-0.002099786	-0.005814475	-0.007203021	0.004269225	0.001886231	0.003565508	-5.67E-04	0.002335373	-0.002770345	-0.002681508	-0.001078637	-0.001103424	0.001081547	0.004347138	-0.001159846	0.005165303	-0.003130775	-4.05E-04	-8.67E-06	0.001434502	5.65E-04	6.12E-04	-0.001309665	0.001949232
CAS5210	fortis	Sympatry	0.010230454	-0.019824077	0.011452805	-0.002523405	0.001507755	0.014116877	0.002374856	-0.004901257	-0.017966046	8.79E-04	-2.53E-04	0.015007014	0.003985045	0.0086293	8.13E-04	-0.006018984	-0.002007903	0.009662899	0.002564153	0.003422474	1.54E-04	0.00109192	-0.002532197	-0.003534094	-0.001582238	9.50E-05
CAS5211	fortis	Sympatry	-0.038336726	-0.006418946	0.025669254	0.012651626	-0.008713864	0.003373186	0.002690053	6.47E-04	-0.005805259	-0.003119946	-0.001182696	0.003722669	-9.89E-04	-0.002244137	0.002281903	-0.001114252	-0.001066625	3.54E-04	3.11E-04	4.37E-04	4.03E-04	-0.001148707	1.83E-04	5.61E-04	2.68E-04	-1.22E-05
CAS5213	fortis	Sympatry	0.036085442	-0.049998955	-0.010080144	0.001602933	0.001978407	0.002623253	-0.004441263	0.003703178	0.008134335	-0.010549968	2.33E-04	-3.72E-04	0.004599539	0.001634929	0.003700231	-1.75E-04	-0.001312128	-0.001008119	0.001877752	0.00117321	-4.40E-04	-0.001222938	-0.00108555	0.003565398	1.35E-04	-0.002950624
CAS5214	fortis	Allopatry	-0.132106009	0.004732659	0.002380544	-0.004315847	-0.001166995	0.00475835	0.006153204	5.03E-04	-7.06E-04	-0.002347027	-5.97E-04	-0.001803324	-8.30E-04	-0.001369233	0.001402796	3.92E-04	-3.14E-04	1.44E-04	3.25E-04	2.96E-04	1.31E-04	1.19E-04	-5.64E-04	-3.21E-04	5.76E-05	9.05E-04
CAS5215	fortis	Allopatry	-0.04721234	-0.013781773	0.010173149	0.002533022	0.012572683	-0.002097313	-0.005936423	5.18E-04	0.003167541	-7.81E-04	-0.001981533	-0.002895093	-6.29E-04	-0.001533781	-0.002955029	0.001285633	-8.91E-04	0.001116787	2.46E-04	2.61E-04	-1.07E-04	7.37E-04	1.55E-04	-8.21E-04	5.28E-04	9.35E-05
CAS5216	fortis	Allopatry	0.050721665	0.014278287	0.002408071	0.005554075	0.002232586	-0.003475069	-0.017026913	0.008795485	0.010309282	0.006349582	7.51E-04	-0.001074427	-0.00476091	0.001273428	-0.00117322	-0.003391175	0.003303938	2.83E-04	-0.002757624	-0.003927225	-0.003795981	-0.002185572	0.00171173	-0.002968254	0.002727607	0.001997402
