Id	species	Syp/allo	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
CAS6118	fortis	Sympatry	-0.022251511	-0.027040598	0.015988221	-0.012334619	0.023222787	-0.006364346	0.001268706	-0.003272238	-1.00E-03	-0.001402978	-0.001012869	-0.003640725	-0.002661092	-0.001235712	-0.001815668	-8.22E-04	-9.12E-04	0.00118254	-0.001058557	-3.16E-04	-4.79E-04	9.10E-04	-2.71E-04	5.16E-05	4.81E-05	2.83E-04
CAS6163	fortis	Sympatry	-0.092519051	-0.029618301	0.01668336	-2.60E-04	-0.00994174	0.001023894	-0.001307612	0.002417105	0.005962727	9.49E-05	0.001387387	-0.004765539	5.40E-05	-0.004798001	0.002405922	-0.003481849	0.00136772	0.002586624	-5.57E-04	-5.22E-04	5.79E-04	8.26E-05	-1.30E-04	5.05E-04	-0.001097547	-4.84E-04
CAS6193	fortis	Allopatry	-0.01253953	-0.017202891	0.014726301	0.020015817	0.00548096	0.003875482	0.001426146	-2.20E-04	-0.011513771	-0.002156048	-0.001082902	-0.001340364	0.002522912	0.001235552	-0.002343401	-0.001096803	-8.79E-04	0.002728035	1.77E-04	6.28E-04	-9.63E-06	5.70E-04	-4.43E-04	5.11E-04	3.31E-04	3.49E-04
CAS6195	fortis	Allopatry	-0.062481444	-0.07313785	-0.017443617	-0.005770864	0.014186874	0.004802784	-0.006038527	0.001221126	-0.004947261	-0.002581878	0.003896143	-0.002029788	-0.001279627	-0.00102165	-0.00136641	7.04E-04	0.001231808	-3.15E-04	9.43E-04	-6.79E-04	-8.00E-04	2.37E-05	1.35E-04	-9.98E-04	8.77E-04	1.20E-05
CAS6197	fortis	Allopatry	-0.069427429	-0.027421126	0.009707336	-0.0065539	-0.004783773	0.002180933	0.002760464	0.001451373	-0.006037368	-0.005129069	-0.001736566	0.001444591	3.06E-04	-0.001591444	7.74E-04	-7.01E-04	-0.00298459	9.72E-04	-5.28E-04	2.77E-04	-1.18E-04	-7.30E-04	-2.36E-05	1.70E-04	7.07E-04	-1.89E-05
CAS6261	fortis	Sympatry	-0.070406438	0.001649021	0.005560803	0.008094166	0.009027031	-0.009342919	0.006274601	-0.003663272	4.64E-04	0.001447562	-0.005059612	-0.001857172	-0.002785308	-7.83E-04	8.71E-05	-0.001232621	-4.36E-04	-1.30E-04	-0.002941639	-1.48E-04	1.28E-04	1.37E-04	-2.64E-04	2.97E-04	-1.10E-04	8.17E-04
CAS6275	fortis	Sympatry	-0.021173011	-0.060325311	0.014646136	-0.009804921	0.006646735	8.48E-04	0.003690423	-0.006678078	-0.003057727	-0.007486003	-0.001875798	-4.03E-04	-0.001872367	-8.11E-05	6.44E-04	2.30E-04	0.001666455	5.11E-04	-0.001251109	5.56E-04	3.99E-04	7.81E-05	-7.47E-04	-3.19E-04	8.85E-05	6.31E-04
CAS6277	fortis	Sympatry	-0.128033197	-0.017334214	-0.002016463	0.004510897	-0.004696538	0.003738287	0.001742054	0.003803719	-0.001581249	-4.13E-04	2.34E-04	-0.002505493	6.86E-04	-0.003439013	4.47E-04	-8.64E-04	-0.00152025	0.002044799	-8.11E-04	2.50E-04	-3.01E-04	-4.84E-04	-4.00E-06	0.001105861	2.96E-04	2.68E-04
CAS6279	fortis	Sympatry	-0.098988038	-0.060853175	0.010013852	-0.008775662	0.004852215	-0.001226817	7.18E-05	6.43E-05	-8.11E-04	0.004125252	0.004903481	-0.00206103	-6.63E-04	-0.00245206	5.80E-04	-3.66E-04	-6.78E-04	0.004241867	-0.00299015	8.83E-04	-5.25E-04	-3.54E-04	8.09E-04	-3.66E-04	-8.58E-04	6.45E-04
CAS6309	fortis	Sympatry	0.01360801	-0.042198933	0.012833261	-5.01E-04	0.00540865	0.004685514	-0.001585665	-0.001062572	-0.007671554	-0.005269474	4.68E-04	-0.002347174	1.55E-04	8.02E-04	0.002710587	0.001697706	0.001489136	-0.001621912	-0.001835749	0.001270884	-1.79E-04	7.35E-05	1.33E-04	5.19E-04	-6.35E-04	-4.23E-04
CAS6354	fortis	Allopatry	-0.051709063	-0.039566418	0.020964786	-0.005037754	5.79E-04	-0.00222899	-0.003063424	0.00533938	-0.003306409	-0.001762634	-0.001460759	-5.09E-04	0.001934103	-0.00403978	0.001636951	-0.001276665	9.77E-04	2.96E-04	1.21E-04	-9.08E-04	-6.00E-04	-1.94E-05	-7.91E-04	4.20E-04	7.34E-05	2.32E-04
CAS6357	fortis	Allopatry	-0.143758201	0.004801244	-0.004522487	0.001209414	7.66E-04	-0.002406502	0.002377352	0.005312597	-7.98E-04	0.002349996	-1.60E-04	1.52E-04	6.30E-04	-2.47E-04	0.001505228	0.001047222	-7.11E-04	0.002717568	-2.12E-05	-2.28E-04	-6.48E-04	-0.001656069	-2.71E-04	-2.76E-04	4.79E-04	-1.16E-04
CAS6781	fortis	Sympatry	-0.107020804	0.001501819	0.005020528	-0.017842184	-0.007879907	0.004978474	0.008458014	0.002769791	0.003424884	-2.96E-04	6.11E-04	-5.79E-04	-5.02E-04	-9.63E-04	-0.002247827	-0.001442057	3.73E-04	6.21E-04	-0.002059261	0.001294051	1.34E-04	-3.21E-04	-5.57E-04	5.74E-04	8.79E-05	2.13E-04
CAS78590	fortis	Sympatry	-0.013568781	0.015164069	-0.025343526	0.001675612	-0.001389332	0.015243043	-0.004215108	-0.004078989	-0.008990205	0.00367792	0.006386946	-1.20E-04	0.01162005	-0.004073916	-0.007219787	0.007979872	-0.002879097	-7.38E-04	-0.003448748	-0.002331021	-5.48E-04	9.86E-04	9.16E-04	-0.002311167	0.002913927	0.002343927
CAS80447	magnirostris	Sympatry	0.016688679	0.066458162	-0.00491049	-0.006702723	-0.004898949	-0.016728591	0.004764086	-1.52E-04	-0.004652757	0.002672734	-0.001687887	0.001192622	0.003475509	0.004706601	0.005497301	0.003428598	-0.002799832	0.002681135	-0.002849942	9.63E-05	-3.75E-04	-0.001987136	-3.85E-04	-9.63E-04	-1.85E-04	-0.001177636
CAS80453	magnirostris	Sympatry	-0.137782115	0.125230478	-0.027864052	0.001517738	0.008424672	-0.012431669	-0.002830055	-0.002387575	-0.005044454	0.008484823	-0.004497418	2.11E-04	-0.003233011	0.005738084	-0.001052445	0.005510607	0.002001465	0.00115694	0.00175563	-8.03E-04	-0.001107847	1.76E-04	-0.00309275	0.001079918	-3.78E-04	-5.76E-04
CAS80454	magnirostris	Sympatry	-0.094371288	0.080134394	-0.017867301	0.035798087	-0.003422181	-0.004913755	0.001344057	0.001765509	-2.20E-04	-0.001985067	-0.003374045	0.00916925	0.001282518	-0.003643268	-0.001374405	-0.001291435	-1.09E-04	0.002280887	-4.12E-04	0.002247648	8.67E-04	4.62E-04	0.002821072	1.97E-04	6.41E-04	-4.69E-04
CAS80455	magnirostris	Sympatry	-0.016675456	0.038102085	-0.014349424	-0.012736654	-0.014605096	-0.022288784	-0.010766044	0.008341597	0.006273032	0.00171346	-6.27E-04	-0.002455775	0.003011146	0.003209067	-8.79E-04	-0.004777631	-6.71E-05	-1.03E-04	-0.002101497	0.00103313	-0.002287562	4.82E-04	9.22E-04	0.002596564	9.26E-04	-4.42E-04
CAS80470	magnirostris	Sympatry	-0.009380713	0.030777642	0.008343825	0.026057991	-0.012621442	-0.003975716	0.00816215	-0.00806378	0.006515039	-0.001514416	-0.004041805	5.85E-04	0.005078247	0.002383517	0.004115141	-0.008653684	-0.002517684	-0.005597183	-0.001148578	4.08E-04	-0.001435104	1.38E-04	0.002338859	-0.00235056	-4.64E-04	-1.71E-04
CAS80471	magnirostris	Allopatry	-0.107382837	0.044424389	-0.011484794	0.005475794	-0.001640259	-0.007509675	-0.008775297	-0.006092353	-0.003846718	0.01121469	8.86E-04	-0.004559382	0.001608596	0.002885024	0.001560714	0.003001796	2.65E-04	-0.001975612	1.22E-04	-9.96E-04	-8.58E-04	-4.72E-04	-0.002558335	8.65E-04	-0.002399669	-3.38E-04
CAS80472	magnirostris	Allopatry	-0.063823385	0.052897221	-0.025323191	0.008187083	0.007399492	-0.00690036	0.008369389	-0.007211368	0.002574578	-0.001251721	0.006302371	-0.00171256	-1.09E-04	0.003414492	-0.001999926	0.001900762	0.003030764	-0.007783853	0.002138746	-0.001829502	-0.002233098	-0.001359643	0.002328128	-7.92E-04	6.75E-04	-0.00143542
CAS80477	magnirostris	Allopatry	-0.106330398	0.103715506	-0.003271395	-0.012550901	0.012949959	0.007585242	-0.009869352	-0.007662536	0.00633931	-0.004107386	-0.001856543	3.39E-04	0.006407573	-0.004988459	7.34E-04	0.004444472	0.002259514	0.001656965	0.001879368	-0.001132042	-2.62E-04	0.001364193	-8.84E-04	-0.001677301	7.22E-04	-0.001254601
CAS80481	fortis	Sympatry	-0.058751416	-0.046887165	-0.018813588	-0.014287724	-0.030780127	0.005592217	-0.025858255	0.009873085	0.007665987	-0.002950181	0.008934786	0.006601273	-0.005973461	0.003719335	9.02E-05	0.00714926	1.70E-04	-0.006256943	-0.003570227	-0.001794076	-0.001325724	-0.006074373	-3.77E-04	0.00217508	-0.001713193	-5.34E-04
CAS80484	fortis	Sympatry	0.04988931	0.004656749	-0.018005478	0.014297924	-0.007921742	-0.008252184	-0.001295388	-0.001545612	-0.00904286	8.48E-04	-0.004569522	0.002583993	8.64E-04	-0.005591765	-2.98E-04	9.10E-04	9.34E-04	-0.001866689	0.002947135	-0.001857175	0.006006166	7.03E-04	-0.002221234	-7.65E-05	1.78E-04	0.001503375
CAS80485	fortis	Sympatry	0.03329556	-0.025080021	-0.013045151	-0.001495991	-0.009341709	0.004920014	0.010911929	0.004130133	0.003567763	0.002329983	-0.001963061	0.01105197	-0.004310096	-0.002331017	0.008173125	3.50E-04	-0.008323629	-0.009315191	9.82E-04	-0.002833086	-0.0044511	-1.97E-04	-0.001149204	0.00280447	-0.003347305	3.45E-04
CAS80487	fortis	Sympatry	0.007179922	0.005424264	-0.007780471	-0.016132472	0.003229728	-0.008041921	-0.005631534	0.005830465	0.012061293	-0.015617437	0.00120061	-0.0035189	-0.009272056	0.007561315	0.00497027	0.006375284	-0.001627435	-0.001756743	-0.007299809	-0.001156209	-0.002283357	0.001875116	-4.94E-04	8.56E-04	-4.36E-04	8.57E-04
CAS80489	fortis	Sympatry	-0.018571844	0.050690345	0.001261208	-0.006370362	0.012490096	0.017977091	0.008887225	-0.004611895	2.68E-04	0.004681048	-0.007305951	1.84E-04	0.00615989	0.00385875	0.003055833	-0.004702778	-0.001259245	-7.62E-04	-0.001341228	0.002680159	4.46E-04	6.22E-04	-0.00164778	-6.81E-04	-7.35E-04	-0.001272342
CAS80491	fortis	Sympatry	0.042065843	0.01063412	0.010333306	-0.02326525	-0.003503353	0.009036491	0.007633796	-0.003332505	-0.014631999	-0.00472034	3.00E-04	0.005055736	-6.37E-04	-2.40E-06	-0.001275621	-0.003021662	-0.003386315	0.001873505	-0.007227009	-0.00331446	0.002558262	-6.61E-04	-0.00267321	0.002516047	0.002445531	0.00118099
CAS80494	fortis	Sympatry	0.037702599	0.004026962	0.006301681	0.00347128	0.006910382	-0.002097716	-0.004224255	0.007170882	0.003041755	-0.006103643	0.006905925	0.004413352	-0.004195374	0.003007535	0.00772807	-0.003227195	5.61E-05	9.07E-04	-3.61E-04	-9.52E-04	0.003790051	-9.48E-04	0.002644313	3.03E-04	-0.001565586	-0.002840857
CAS80496	fortis	Sympatry	-0.05190612	0.032654573	-0.008502481	-0.01696661	0.019567433	0.008895016	0.01759479	0.011099571	0.010996117	0.002473665	0.002862675	0.00194406	-4.22E-04	0.006256133	3.65E-04	0.003980751	0.004091594	-0.004651356	-1.45E-05	1.93E-04	-5.91E-04	0.00255485	-0.001000582	-0.003234728	-0.002378458	-0.003196863
CAS80501	fortis	Sympatry	0.092635886	-0.022748069	-4.36E-04	-0.012369764	0.015783716	0.017489561	-0.015693421	0.003949634	-0.001771982	0.002838121	-0.004004753	0.005212336	0.005753226	0.005646913	0.004621535	-0.003148238	5.69E-04	-0.004363425	-0.00129528	-0.003913119	-1.86E-04	-8.43E-05	7.29E-04	-0.001757661	-0.001367255	-3.74E-04
CAS80506	fortis	Sympatry	0.026645394	0.004085339	-0.010132641	0.027351726	-0.005582222	0.017811197	-0.012497813	0.009645449	-0.011533756	-0.001323911	0.007885523	0.008300008	0.002963411	0.002204591	0.00109405	4.27E-06	-0.004473179	3.90E-04	0.004078342	9.03E-04	8.94E-04	-0.002059479	-0.002927396	-0.002363791	0.001035647	-0.001257927
CAS80507	fortis	Sympatry	0.095583428	0.007237542	-0.007039028	0.006072137	0.011215969	-0.007944121	0.009035261	0.005096887	6.09E-04	-9.98E-04	-0.005900812	0.007229032	-0.006540992	0.002120232	-0.001582713	0.003565772	-0.006406581	8.50E-04	0.002399244	0.005101185	-0.001804939	-0.001419538	6.58E-04	0.001683893	2.43E-04	-8.17E-04
CAS80516	fortis	Sympatry	0.002616204	0.026438525	-0.011184914	0.006303123	-0.019906595	0.014422368	0.01633036	0.008081644	0.005064556	-0.004506609	0.004406689	-8.36E-04	6.68E-04	0.005910679	0.003700092	0.003347527	-0.004685044	0.006088272	0.002575371	-0.003213602	-7.91E-05	0.006661616	-0.002918499	7.96E-04	3.77E-05	0.002870238
CAS80526	fortis	Sympatry	0.040206757	-0.017668666	-0.011622414	0.012919382	7.78E-06	0.001057652	0.00420135	-2.11E-08	-0.010891229	0.003848051	0.007060625	-0.003243354	-0.00676901	0.004633383	0.002641423	-0.001000586	0.00358196	0.003106529	-3.90E-04	-0.001417199	-0.004745407	0.001002603	-0.001264173	-0.001175793	5.08E-04	-0.001963809
CAS80532	fortis	Sympatry	0.018538469	-0.016685109	-0.033037121	-0.007660603	-0.005530751	0.003003911	-0.001635402	-0.006113327	-0.002453057	-0.003171832	-0.006527942	5.86E-04	0.002064079	-0.00239224	4.45E-04	-0.001469051	-5.80E-04	-0.004061355	-0.003145993	-8.64E-04	0.00239259	3.48E-04	0.003067562	-8.23E-04	0.003256103	-8.51E-04
CAS80538	fortis	Sympatry	0.041170131	0.00735382	3.62E-04	-0.013730687	-0.007996901	-0.020475284	0.004732658	-0.011856229	0.002998401	0.008760471	-9.87E-04	5.83E-04	-0.012444665	0.005523531	-0.00123576	-0.005158522	0.001565722	0.001441954	-0.005369901	0.001747722	-1.21E-05	-6.51E-04	1.90E-04	0.001775743	0.001368808	8.59E-04
CAS80540	fortis	Sympatry	-0.008228408	-0.010137389	0.00523738	-0.026822816	-0.002038484	-0.023286288	-0.00256906	0.007241899	0.008529324	-1.72E-05	0.003996237	-0.002602392	-9.53E-04	0.005521734	-3.87E-04	0.001795789	-1.21E-04	-0.005158252	0.006221827	5.65E-04	-9.19E-04	7.54E-05	0.001490737	0.001601949	0.001618822	7.91E-04
CAS80542	fortis	Sympatry	-0.026785313	-0.02055196	0.014108115	-0.020307176	0.006492307	-0.023700054	-0.010591419	-0.003791001	-0.003911748	0.004474329	0.014620484	0.003950861	0.003061752	0.006988965	-0.001248463	0.001255583	0.001336309	0.003254457	-0.002163441	4.02E-04	0.001913853	0.001298595	6.87E-04	-2.44E-04	0.002171298	0.001461503
CAS80544	fortis	Sympatry	0.06614813	0.022086429	1.63E-04	0.020067189	0.010389393	0.003419793	-1.42E-04	-0.007664715	0.004589201	0.004936265	-0.01157432	9.90E-04	-0.001987961	0.006986683	0.005190348	-0.007805641	0.002002652	-0.002654772	0.005614599	-5.19E-04	0.002768713	-0.001794535	0.001306087	0.00161032	0.003486293	0.001316345
CAS80545	fortis	Sympatry	0.075983055	-0.05320854	-0.006632271	0.025517207	0.009149171	-0.016755877	0.0103283	0.030669902	0.011713453	-0.004678858	-0.003150895	0.006359279	0.014936988	6.02E-04	0.003510136	-5.80E-05	0.007179867	-8.70E-04	-0.003807563	-0.001334142	8.12E-04	-3.03E-04	0.001410952	-0.003683401	0.002808911	-0.001408338
CAS80546	fortis	Sympatry	-0.041163819	-0.004291453	-0.014740619	-0.005493138	0.020198967	-0.001412469	-0.005913883	0.012362299	-0.013494809	-0.010071816	-0.01443709	-0.003047685	4.95E-04	0.001667174	-0.001937936	-0.010550398	-0.003954424	0.002266704	0.004274766	-4.87E-04	-0.003339122	2.02E-04	-0.003044611	-9.87E-04	-0.00101192	-7.21E-05
CAS80547	fortis	Sympatry	0.076198776	-0.002335525	-0.005361578	0.016374118	-0.001506727	-0.00637496	0.001503519	0.001900653	0.002911322	-0.014107156	-0.001090268	0.005894203	0.005242385	-0.006004897	-7.06E-04	-7.77E-04	-0.00379605	-0.002615056	-4.71E-05	0.005412968	8.20E-04	-0.002527398	-6.92E-04	0.001444236	-6.78E-04	5.90E-04
CAS80548	fortis	Sympatry	0.00675548	-0.004634037	-0.004689919	0.008877083	0.013141181	-0.015608348	-0.004942801	0.002213046	0.002993629	-0.004897695	-0.005672403	-0.001162028	-0.002347789	0.004403717	-0.007196013	0.002439162	-0.002639472	-0.001353737	0.001649064	-0.003698386	0.00141637	2.05E-04	0.001228964	0.002900401	-0.001324067	-0.002120633
CAS80551	fortis	Sympatry	0.133582031	-0.018772645	-0.020902755	0.006714266	0.00168747	-0.009985238	0.009894298	0.010223783	0.006803335	-0.00325967	0.006926483	-0.008107775	-0.004209385	-8.15E-04	2.52E-04	-0.001868182	-0.007941738	0.00368242	-0.00511505	0.003380606	0.002016534	4.98E-04	-0.003966886	-0.001717153	0.001207331	-9.50E-04
CAS80555	fortis	Sympatry	-0.04721383	-0.014113707	-0.053736824	-0.002318625	-0.016188276	4.35E-04	-2.26E-04	0.001349178	-0.007004054	0.001855443	-0.010799889	0.001655114	-0.001289755	0.00806313	-0.005715644	0.001871466	0.003466614	0.004558333	-0.001808445	-0.002867978	6.56E-04	-0.003603282	0.001459172	3.49E-04	1.97E-04	0.001406589
CAS80558	fortis	Sympatry	0.088692312	0.00852001	0.001670707	-0.043588242	0.007241957	0.030162777	0.011648607	-0.008284813	0.007888637	0.022643925	0.00535662	0.008744425	-0.0102803	-0.006625284	0.002190678	-0.001499471	0.002019491	0.001453346	6.45E-04	0.002215968	-0.003480202	0.001108618	0.001975884	-0.001652919	-6.17E-05	0.00304481
CAS80560	fortis	Sympatry	-2.63E-04	0.001506808	-0.01389558	1.84E-04	0.00492617	-3.52E-04	0.006134685	-6.94E-04	0.005190432	-0.006699463	-0.006451423	-8.56E-04	-0.00269271	-0.001293892	-5.80E-05	0.001430898	7.10E-04	-0.002902535	0.008829898	7.23E-04	-3.17E-04	0.001279796	0.001059097	4.92E-04	0.001042411	-0.001013439
CAS80561	fortis	Sympatry	0.016521582	0.014266401	-6.05E-04	-0.010672845	0.010024655	0.001664829	0.002776266	-0.007450761	-0.003191819	0.003216626	-0.002400509	0.009048814	9.95E-04	0.001323376	-0.001755922	-0.003999598	-4.09E-04	-9.61E-04	0.001774838	-0.003781386	0.002783295	0.001805326	0.001490218	0.001585611	-0.002249071	-0.002792608
CAS80562	fortis	Sympatry	0.048355462	-0.047585094	-0.013313579	0.002601912	-0.001598369	0.010650306	0.005666592	-0.003741974	-0.009505745	-0.009007119	0.001305064	-2.12E-04	-0.008207634	-0.002388963	0.005703118	-0.003368543	0.002262185	-0.007600282	-0.005333342	0.001234577	0.002540116	0.004421074	-9.21E-05	-0.003864033	0.001956847	-0.00105481
CAS80563	fortis	Sympatry	-0.028149345	-0.041747548	-0.00250581	0.00305356	0.001840008	-0.003580333	0.0057363	-0.016195936	-0.012462475	-0.005324922	0.001467781	8.62E-04	-0.004682573	-0.002186131	0.007140319	-8.53E-04	0.005012691	9.46E-04	-5.68E-05	0.002120369	-0.002306876	-9.86E-05	0.001976241	0.002475521	0.004652102	-0.001810373
CAS80564	fortis	Sympatry	0.022133149	-0.02304466	-0.008054915	0.004972762	-0.008009774	0.016901451	0.00430726	-0.00867066	-0.005346462	-5.20E-04	-0.00782302	0.004123172	-4.82E-04	-0.001401564	-0.007342299	-0.004294752	0.010708062	-0.006376953	-0.009623181	-0.002762564	0.002051275	-7.97E-04	-3.74E-05	-0.001066291	9.69E-04	0.00255991
CAS80565	fortis	Sympatry	-0.026087673	0.001119452	-0.015923071	0.002155008	0.003452845	-0.004714689	0.007803777	9.53E-04	-0.006512667	0.003304617	-3.63E-04	0.011218857	0.003725153	-0.008247621	-0.007026404	-4.15E-04	-3.86E-04	-0.003353093	0.001043064	-0.002569013	9.83E-04	-2.92E-05	-5.43E-04	-0.00442657	0.002230889	-0.001843265
CAS80567	fortis	Allopatry	-0.090949591	-0.021428815	-0.008188464	-0.013627214	-0.009061676	0.010449909	7.87E-05	0.004220484	0.002877647	-0.002056035	0.001405008	0.008224414	-8.83E-04	0.007711566	0.001269113	-0.007065283	9.22E-04	0.005105107	0.003066868	-6.19E-04	0.002333959	2.00E-04	0.002652157	0.00428024	7.28E-04	-0.003135038
CAS80570	fortis	Sympatry	0.028020514	-0.020105341	-0.022111049	-0.013981194	0.005904827	9.63E-04	-0.006253745	-9.62E-04	0.005112136	0.003340279	-0.005191651	-0.005389039	0.004476147	0.0015436	0.003921137	0.00205262	0.002925128	0.004282757	9.87E-04	-1.29E-04	-0.003024435	0.007092597	0.002059041	-0.003347961	-0.00245381	1.10E-04
CAS80571	fortis	Sympatry	0.02657549	0.040249945	-0.034711758	-0.031108469	-0.002647971	-0.001447193	0.005788019	0.010257502	0.001451188	0.008768971	0.006812649	-0.002558248	8.51E-04	0.002235806	0.002353453	-0.001183219	0.003181279	0.012046461	0.004250226	0.001900474	-0.004063955	-0.003412791	-0.001363674	-0.002495163	0.001083204	2.08E-04
CAS80573	fortis	Sympatry	0.085684302	0.007131373	0.001407586	-0.017748352	-0.007274582	0.00827087	-1.73E-05	0.007867333	0.002149045	0.010832452	-0.001389579	0.005293825	0.006283916	-1.98E-04	-0.001065187	5.64E-04	-5.38E-04	0.003834971	0.003025964	0.001802814	0.00461462	0.001432959	-0.002620345	-0.001883562	9.48E-04	8.74E-04
CAS80574	fortis	Sympatry	0.024269769	-0.022009103	0.012542825	-0.004227101	0.021980829	-0.019598932	-0.01075867	-0.004008707	-0.003614691	0.018852083	-0.001351731	-0.00452424	8.67E-04	0.004267777	0.004854267	0.004248232	-0.004755263	-0.003164655	0.005476406	0.001210088	0.00149568	5.20E-04	5.11E-04	4.30E-04	0.002746065	0.002505247
CAS80576	fortis	Sympatry	0.085978886	-0.005668332	-0.001848898	-0.001548986	-0.016724802	0.00661235	0.001136411	-0.011516792	-0.002269222	-0.008282929	-0.003480722	0.001433067	0.002092998	0.004277403	-0.00156214	-9.23E-04	0.003689166	0.005022062	-8.86E-04	0.001704222	-0.003344086	-0.004053053	-0.004010664	0.002321513	-0.002590214	0.002110301
CAS80577	fortis	Sympatry	0.009011337	-0.026508687	-0.011832658	-9.72E-05	0.011993737	-0.00291904	0.002075787	-0.003619777	3.78E-04	-0.003242601	0.002119167	-0.003911378	0.002926272	0.003027336	0.005335818	0.007271164	-0.003707241	-4.53E-04	1.36E-04	0.001459461	2.55E-04	3.16E-04	2.34E-04	-7.90E-04	-1.55E-04	0.001177367
CAS80578	fortis	Sympatry	-0.011800524	-0.027823294	-0.023040992	-0.010968926	0.012011196	-0.002146951	-0.005799972	-0.003793002	-0.025148024	-0.001122598	0.00201406	0.003570401	-0.006240787	-0.003474748	0.004333459	0.003145623	0.00287337	-0.005385858	0.004545105	7.22E-04	0.001745858	-0.004142272	-9.95E-04	0.001915951	-5.97E-04	0.002038405
CAS80602	fortis	Sympatry	-0.012912003	-0.050144583	-0.037222745	0.014371042	-0.006154422	0.003700618	-0.010133202	-0.008744329	0.007129623	-0.004517055	-0.00216217	-5.97E-04	-3.95E-04	-0.002980532	-0.005168894	0.001564617	0.00683797	-0.006857466	6.46E-04	0.002314192	-0.002287961	-1.16E-04	6.08E-04	7.07E-04	0.001376915	7.62E-04
CAS83475	fortis	Sympatry	0.043306771	-0.005179218	-0.007400031	-0.006409952	0.016734824	0.005981705	-0.012037996	6.37E-04	-0.003161008	-0.005045629	-1.25E-04	-0.003926531	-0.004641003	-0.006234397	-0.001162913	-0.00509876	-0.006713152	-0.001690862	0.003427174	0.002921994	-9.22E-04	0.00113913	-2.85E-05	1.60E-04	4.61E-04	0.002127816
CAS86326	magnirostris	Sympatry	0.010652152	0.048783826	0.016271303	-1.33E-04	0.012920154	0.004003774	0.014186579	-0.010355229	3.15E-04	-0.01177893	-0.007250525	-0.002882956	0.002291888	4.95E-04	0.005505391	0.004991793	-8.30E-04	-0.001586204	-0.004629392	-0.001248291	-1.52E-04	-0.002456471	-0.001092556	8.84E-04	-5.44E-04	-0.002951306
CAS86327	magnirostris	Sympatry	-0.005220679	0.0427027	0.015223754	0.001355697	0.012063137	-0.004850057	-0.001829444	-0.002131195	0.001957292	-0.003554564	0.004169823	-5.01E-04	0.00424619	0.002839014	-0.002911555	-0.00795644	-0.001146025	-0.002985412	1.68E-04	5.12E-04	-0.001317246	7.60E-04	0.00182168	7.71E-04	-0.001933643	-5.78E-05
CAS86329	magnirostris	Sympatry	0.046447353	0.05664127	0.016261904	0.004052689	0.008245192	-0.004873497	-7.33E-04	0.008210646	0.001684502	0.012532462	0.002194332	-0.003375388	0.002155557	6.33E-04	0.00248568	-0.005888416	0.009515213	-0.001143324	0.005698106	0.002635784	-6.03E-04	-2.71E-04	-0.003565755	-2.02E-04	-2.77E-04	0.001420944
CAS86330	magnirostris	Sympatry	-0.006558374	0.075318315	0.001061728	-0.005902102	-0.004467241	-0.004746417	0.001002699	-0.004900771	0.004561811	0.004322116	7.44E-04	-0.003450962	-0.007451088	0.002075278	-0.005395083	0.004669144	-0.003596714	-0.001638021	-0.005376335	-3.10E-04	0.002614181	-0.001643844	1.78E-04	-0.001676195	-5.05E-05	7.93E-04
CAS86393	fortis	Sympatry	0.068195222	-0.02420408	0.007756798	0.009579192	0.004154774	0.010269846	-0.017350654	-0.014633157	0.004284466	0.005881611	-0.007797907	-2.27E-04	-0.002350062	0.004253748	0.006639814	0.008378706	-0.001960256	0.003790764	0.004169264	-0.003087869	7.48E-04	-9.27E-04	-3.71E-05	-0.002487585	0.00278519	-5.62E-04
CAS86394	fortis	Sympatry	0.059515739	-8.79E-04	0.007613191	-0.008269384	0.013762137	-0.002032746	0.01551502	-0.005261896	-0.003889119	0.004389836	-0.013948124	-0.006983531	0.004300602	0.004931692	-0.003185638	0.010852491	-5.48E-04	0.00198741	-0.003458377	-0.002025002	0.001386127	6.28E-04	-0.001227186	0.001617853	-0.00199636	0.001829813
CAS86398	fortis	Sympatry	0.016097486	-0.039162934	-0.016629649	0.002383325	-0.003694456	-0.011702457	0.004457245	0.006341947	0.013246451	0.00469014	3.42E-04	1.28E-04	0.00726983	-0.001699916	-0.003988628	0.005702774	-0.005136387	-0.00918403	-0.003299985	0.002608172	0.001604992	0.002321564	0.004287933	-0.00254024	-0.002174088	0.001614084
CAS86403	fortis	Sympatry	0.097852625	-0.01689048	0.012967748	-0.00348314	-0.003843881	0.003533955	-0.004225512	-0.001574584	0.002445428	-0.004049663	-9.61E-06	-1.71E-04	0.002942702	2.66E-04	-0.004144382	0.001247147	0.002587486	-0.003262037	-0.004912643	-9.24E-04	-0.001520769	0.002878115	-0.003009566	-8.94E-04	0.001822246	-0.001193446
CAS86404	fortis	Sympatry	0.02138328	-0.04802909	0.00915546	0.007999204	-0.02814373	4.00E-04	-1.99E-04	-0.004690626	-7.90E-04	0.001946454	0.003669984	-0.003377084	-0.006423618	0.005896275	5.51E-04	0.005252201	0.003047695	0.001882669	-0.003577687	0.00373063	0.002864241	0.001716748	1.51E-04	-0.003066416	3.81E-04	-0.001162025
